employee_id,leave_type_id,start_date,end_date,duration,reason
NL-009,1,2021-12-31,2022-01-02,3,Vacation leave
NL-009,1,2022-03-07,2022-03-10,4,Vacation leave
NL-010,1,2016-06-19,2016-06-24,6,Vacation leave
NL-010,1,2016-06-06,2016-06-10,5,Vacation leave
NL-010,1,2016-03-13,2016-03-15,3,Vacation leave
NL-010,1,2016-03-31,2016-04-03,4,Vacation leave
NL-010,1,2016-05-04,2016-05-08,5,Vacation leave
NL-010,2,2016-03-03,2016-03-14,12,Medical - Flu and rest
NL-011,1,2024-02-23,2024-02-28,6,Vacation leave
NL-011,1,2024-02-04,2024-02-09,6,Vacation leave
NL-011,1,2023-09-06,2023-09-08,3,Vacation leave
NL-012,1,2021-04-25,2021-04-29,5,Vacation leave
NL-012,1,2021-04-16,2021-04-18,3,Vacation leave
NL-012,1,2021-01-04,2021-01-06,3,Vacation leave
NL-012,1,2021-03-09,2021-03-12,4,Vacation leave
NL-012,1,2021-06-07,2021-06-10,4,Vacation leave
NL-012,1,2020-12-07,2020-12-12,6,Vacation leave
NL-012,2,2021-05-08,2021-05-19,12,Medical - Flu and rest
NL-012,5,2020-10-14,2020-10-14,1,Leave without pay
NL-013,1,2021-12-30,2022-01-04,6,Vacation leave
NL-013,1,2022-04-09,2022-04-10,2,Vacation leave
NL-013,3,2022-03-09,2022-03-12,4,Care for dependent family member
NL-014,1,2024-09-26,2024-09-30,5,Vacation leave
NL-014,1,2024-03-09,2024-03-11,3,Vacation leave
NL-014,1,2024-07-13,2024-07-18,6,Vacation leave
NL-014,1,2024-09-14,2024-09-19,6,Vacation leave
NL-014,3,2024-04-08,2024-04-11,4,Care for dependent family member
NL-015,1,2017-11-22,2017-11-24,3,Vacation leave
NL-015,1,2018-02-12,2018-02-15,4,Vacation leave
NL-015,1,2018-01-21,2018-01-24,4,Vacation leave
NL-015,1,2018-03-02,2018-03-04,3,Vacation leave
NL-015,1,2017-10-03,2017-10-05,3,Vacation leave
NL-015,3,2018-04-08,2018-04-15,8,Care for dependent family member
NL-015,5,2017-12-24,2017-12-26,3,Leave without pay
NL-016,1,2015-05-24,2015-05-27,4,Vacation leave
NL-016,1,2015-05-15,2015-05-17,3,Vacation leave
NL-016,1,2015-07-18,2015-07-20,3,Vacation leave
NL-016,1,2015-01-20,2015-01-22,3,Vacation leave
NL-016,3,2015-06-22,2015-07-01,10,Care for dependent family member
NL-017,1,2016-06-16,2016-06-17,2,Vacation leave
NL-017,1,2016-11-19,2016-11-20,2,Vacation leave
NL-017,1,2016-06-17,2016-06-20,4,Vacation leave
NL-017,1,2016-05-14,2016-05-18,5,Vacation leave
NL-018,1,2016-02-01,2016-02-03,3,Vacation leave
NL-018,1,2015-05-17,2015-05-20,4,Vacation leave
NL-018,1,2015-05-19,2015-05-21,3,Vacation leave
NL-018,1,2015-09-06,2015-09-07,2,Vacation leave
NL-018,3,2015-08-19,2015-08-26,8,Care for dependent family member
NL-019,1,2015-02-19,2015-02-20,2,Vacation leave
NL-019,1,2015-09-11,2015-09-14,4,Vacation leave
NL-019,1,2015-10-05,2015-10-09,5,Vacation leave
NL-019,1,2015-08-16,2015-08-17,2,Vacation leave
NL-019,1,2015-05-25,2015-05-29,5,Vacation leave
NL-020,1,2020-08-03,2020-08-08,6,Vacation leave
NL-020,1,2021-01-26,2021-01-31,6,Vacation leave
NL-020,1,2021-02-24,2021-02-25,2,Vacation leave
NL-020,2,2020-08-11,2020-08-22,12,Medical - Flu and rest
NL-021,1,2023-01-21,2023-01-22,2,Vacation leave
NL-021,1,2022-12-26,2022-12-31,6,Vacation leave
NL-021,2,2022-11-23,2022-12-04,12,Medical - Flu and rest
NL-022,1,2016-02-16,2016-02-20,5,Vacation leave
NL-022,1,2015-07-16,2015-07-19,4,Vacation leave
NL-022,1,2015-08-02,2015-08-03,2,Vacation leave
NL-022,1,2015-09-26,2015-09-30,5,Vacation leave
NL-023,1,2016-01-26,2016-01-27,2,Vacation leave
NL-023,1,2016-03-02,2016-03-07,6,Vacation leave
NL-023,1,2016-04-08,2016-04-13,6,Vacation leave
NL-023,1,2015-10-01,2015-10-03,3,Vacation leave
NL-023,1,2016-04-26,2016-04-28,3,Vacation leave
NL-023,3,2016-05-13,2016-05-14,2,Care for dependent family member
NL-024,1,2019-05-12,2019-05-16,5,Vacation leave
NL-024,1,2019-02-26,2019-03-03,6,Vacation leave
NL-024,1,2019-04-19,2019-04-21,3,Vacation leave
NL-024,1,2019-03-19,2019-03-24,6,Vacation leave
NL-024,2,2019-03-22,2019-04-02,12,Medical - Flu and rest
NLI-001,1,2019-02-25,2019-02-28,4,Vacation leave
NLI-001,1,2019-04-19,2019-04-24,6,Vacation leave
NLI-001,1,2018-11-04,2018-11-06,3,Vacation leave
NLI-001,1,2019-02-02,2019-02-06,5,Vacation leave
NLI-001,1,2018-08-08,2018-08-12,5,Vacation leave
NLI-001,1,2019-03-05,2019-03-10,6,Vacation leave
NLI-001,2,2018-12-24,2019-01-04,12,Medical - Flu and rest
NLI-001,3,2018-11-13,2018-11-17,5,Care for dependent family member
NL-025,1,2023-03-20,2023-03-22,3,Vacation leave
NL-025,1,2023-04-27,2023-05-01,5,Vacation leave
NL-025,1,2023-03-31,2023-04-03,4,Vacation leave
NL-025,1,2023-08-23,2023-08-26,4,Vacation leave
NL-025,1,2023-04-30,2023-05-02,3,Vacation leave
NL-025,4,2023-09-09,2023-09-12,4,Family bereavement
NL-025,5,2023-03-25,2023-03-27,3,Leave without pay
NL-026,1,2019-06-30,2019-07-04,5,Vacation leave
NL-026,1,2019-09-17,2019-09-21,5,Vacation leave
NL-026,1,2019-06-23,2019-06-27,5,Vacation leave
NL-027,1,2015-07-24,2015-07-27,4,Vacation leave
NL-027,1,2015-11-13,2015-11-16,4,Vacation leave
NL-027,1,2016-02-06,2016-02-11,6,Vacation leave
NL-027,1,2015-12-28,2016-01-02,6,Vacation leave
NL-027,1,2015-07-21,2015-07-22,2,Vacation leave
NL-028,1,2023-05-12,2023-05-14,3,Vacation leave
NL-028,1,2023-03-15,2023-03-16,2,Vacation leave
NL-028,1,2023-06-20,2023-06-24,5,Vacation leave
NL-028,1,2023-03-28,2023-03-30,3,Vacation leave
NL-028,3,2023-03-28,2023-04-03,7,Care for dependent family member
NL-029,1,2023-01-28,2023-01-31,4,Vacation leave
NL-029,1,2023-06-06,2023-06-08,3,Vacation leave
NL-029,1,2023-02-14,2023-02-18,5,Vacation leave
NL-029,5,2023-04-28,2023-04-29,2,Leave without pay
NL-030,1,2023-10-08,2023-10-12,5,Vacation leave
NL-030,1,2023-06-23,2023-06-28,6,Vacation leave
NL-030,1,2023-12-30,2024-01-04,6,Vacation leave
NL-030,3,2023-11-02,2023-11-06,5,Care for dependent family member
NL-031,1,2019-06-04,2019-06-08,5,Vacation leave
NL-031,1,2019-05-06,2019-05-11,6,Vacation leave
NL-031,1,2019-08-20,2019-08-24,5,Vacation leave
NL-031,1,2019-03-03,2019-03-05,3,Vacation leave
NL-031,2,2018-12-27,2019-01-07,12,Medical - Flu and rest
NLI-002,1,2019-01-12,2019-01-16,5,Vacation leave
NLI-002,1,2019-02-03,2019-02-08,6,Vacation leave
NLI-002,1,2019-02-24,2019-02-26,3,Vacation leave
NLI-002,2,2019-04-05,2019-04-16,12,Medical - Flu and rest
NL-032,1,2021-07-09,2021-07-11,3,Vacation leave
NL-032,1,2021-07-30,2021-08-03,5,Vacation leave
NL-032,1,2020-12-29,2020-12-30,2,Vacation leave
NL-032,1,2021-08-09,2021-08-10,2,Vacation leave
NL-032,1,2021-09-02,2021-09-03,2,Vacation leave
NL-032,1,2021-01-27,2021-01-30,4,Vacation leave
NL-033,1,2014-12-16,2014-12-20,5,Vacation leave
NL-033,1,2015-04-27,2015-05-01,5,Vacation leave
NL-033,1,2015-07-10,2015-07-12,3,Vacation leave
NL-033,2,2014-11-28,2014-12-09,12,Medical - Flu and rest
NL-034,1,2023-12-05,2023-12-09,5,Vacation leave
NL-034,1,2024-04-11,2024-04-15,5,Vacation leave
NL-034,1,2023-11-10,2023-11-14,5,Vacation leave
NL-034,1,2023-11-24,2023-11-27,4,Vacation leave
NL-034,1,2024-03-03,2024-03-05,3,Vacation leave
NLI-003,1,2021-02-18,2021-02-19,2,Vacation leave
NLI-003,1,2020-08-28,2020-08-30,3,Vacation leave
NLI-003,1,2021-02-14,2021-02-18,5,Vacation leave
NLI-003,1,2020-11-15,2020-11-16,2,Vacation leave
NLI-003,1,2021-02-12,2021-02-13,2,Vacation leave
NLI-003,4,2021-01-16,2021-01-20,5,Family bereavement
NL-035,1,2022-07-23,2022-07-25,3,Vacation leave
NL-035,1,2022-04-13,2022-04-17,5,Vacation leave
NL-035,1,2022-06-26,2022-06-27,2,Vacation leave
NL-035,1,2021-12-14,2021-12-19,6,Vacation leave
NL-035,1,2022-04-29,2022-05-04,6,Vacation leave
NL-035,1,2021-12-04,2021-12-07,4,Vacation leave
NL-036,1,2023-08-30,2023-09-01,3,Vacation leave
NL-036,1,2023-07-21,2023-07-25,5,Vacation leave
NL-036,1,2023-05-25,2023-05-27,3,Vacation leave
NL-036,4,2023-07-27,2023-07-29,3,Family bereavement
NL-037,1,2022-07-26,2022-07-31,6,Vacation leave
NL-037,1,2022-03-21,2022-03-25,5,Vacation leave
NL-037,1,2022-03-31,2022-04-03,4,Vacation leave
NL-037,1,2022-04-20,2022-04-24,5,Vacation leave
NL-038,1,2024-06-09,2024-06-12,4,Vacation leave
NL-038,1,2024-05-05,2024-05-10,6,Vacation leave
NL-038,1,2024-05-16,2024-05-18,3,Vacation leave
NL-038,1,2024-05-24,2024-05-25,2,Vacation leave
NL-039,1,2019-01-22,2019-01-26,5,Vacation leave
NL-039,1,2019-04-05,2019-04-08,4,Vacation leave
NL-039,3,2019-03-31,2019-04-09,10,Care for dependent family member
NLI-004,1,2024-12-25,2024-12-30,6,Vacation leave
NLI-004,1,2024-08-05,2024-08-07,3,Vacation leave
NL-040,1,2024-09-01,2024-09-05,5,Vacation leave
NL-040,1,2024-08-04,2024-08-06,3,Vacation leave
NL-040,1,2025-03-19,2025-03-24,6,Vacation leave
NL-040,1,2024-12-21,2024-12-23,3,Vacation leave
NL-040,1,2025-01-09,2025-01-11,3,Vacation leave
NL-040,1,2024-08-06,2024-08-07,2,Vacation leave
NL-040,3,2025-04-04,2025-04-05,2,Care for dependent family member
NL-041,1,2017-07-31,2017-08-02,3,Vacation leave
NL-041,1,2017-06-20,2017-06-23,4,Vacation leave
NL-042,1,2015-09-07,2015-09-09,3,Vacation leave
NL-042,1,2015-03-17,2015-03-18,2,Vacation leave
NL-042,1,2015-02-15,2015-02-17,3,Vacation leave
NL-042,1,2015-09-05,2015-09-08,4,Vacation leave
NL-042,1,2015-04-22,2015-04-27,6,Vacation leave
NL-042,2,2015-03-09,2015-03-20,12,Medical - Flu and rest
NL-042,4,2015-10-06,2015-10-10,5,Family bereavement
NL-043,1,2018-03-05,2018-03-06,2,Vacation leave
NL-043,1,2018-06-05,2018-06-09,5,Vacation leave
NL-043,1,2018-04-25,2018-04-29,5,Vacation leave
NL-044,1,2023-11-14,2023-11-16,3,Vacation leave
NL-044,1,2023-06-28,2023-06-30,3,Vacation leave
NL-044,1,2023-08-05,2023-08-09,5,Vacation leave
NL-044,1,2023-06-16,2023-06-20,5,Vacation leave
NL-044,1,2023-09-20,2023-09-25,6,Vacation leave
NL-045,1,2020-06-09,2020-06-14,6,Vacation leave
NL-045,1,2020-09-23,2020-09-24,2,Vacation leave
NL-045,1,2020-05-02,2020-05-05,4,Vacation leave
NL-045,1,2020-07-08,2020-07-09,2,Vacation leave
NL-045,3,2020-11-14,2020-11-23,10,Care for dependent family member
NL-046,1,2017-10-03,2017-10-08,6,Vacation leave
NL-046,1,2017-03-10,2017-03-11,2,Vacation leave
NL-046,1,2017-08-22,2017-08-27,6,Vacation leave
NL-046,1,2017-05-08,2017-05-09,2,Vacation leave
NL-046,1,2017-03-30,2017-04-03,5,Vacation leave
NL-047,1,2020-10-10,2020-10-12,3,Vacation leave
NL-047,1,2020-10-16,2020-10-20,5,Vacation leave
NL-047,1,2021-02-03,2021-02-06,4,Vacation leave
NL-047,4,2021-03-14,2021-03-17,4,Family bereavement
NLI-005,1,2023-05-30,2023-06-04,6,Vacation leave
NLI-005,1,2022-11-25,2022-11-29,5,Vacation leave
NLI-005,1,2023-04-23,2023-04-24,2,Vacation leave
NLI-005,1,2023-06-12,2023-06-16,5,Vacation leave
NLI-005,1,2023-02-20,2023-02-25,6,Vacation leave
NLI-005,1,2022-12-03,2022-12-04,2,Vacation leave
NL-048,1,2024-05-17,2024-05-19,3,Vacation leave
NL-048,1,2023-12-12,2023-12-17,6,Vacation leave
NL-048,3,2024-04-13,2024-04-17,5,Care for dependent family member
NL-049,1,2015-10-02,2015-10-06,5,Vacation leave
NL-049,1,2015-07-14,2015-07-15,2,Vacation leave
NL-049,1,2015-01-09,2015-01-13,5,Vacation leave
NL-049,1,2015-04-24,2015-04-26,3,Vacation leave
NL-049,1,2015-05-03,2015-05-07,5,Vacation leave
NL-049,1,2015-08-13,2015-08-18,6,Vacation leave
NL-049,4,2015-07-08,2015-07-11,4,Family bereavement
NL-050,1,2024-04-11,2024-04-15,5,Vacation leave
NL-050,1,2024-06-16,2024-06-18,3,Vacation leave
NL-050,1,2024-08-01,2024-08-03,3,Vacation leave
NL-051,1,2016-08-04,2016-08-09,6,Vacation leave
NL-051,1,2016-08-18,2016-08-23,6,Vacation leave
NL-051,1,2016-04-06,2016-04-11,6,Vacation leave
NL-051,1,2016-05-08,2016-05-09,2,Vacation leave
NL-052,1,2024-01-15,2024-01-19,5,Vacation leave
NL-052,1,2024-01-21,2024-01-24,4,Vacation leave
NL-052,1,2023-11-10,2023-11-15,6,Vacation leave
NL-053,1,2023-05-11,2023-05-14,4,Vacation leave
NL-053,1,2023-07-14,2023-07-18,5,Vacation leave
NLI-006,1,2024-01-29,2024-02-03,6,Vacation leave
NLI-006,1,2024-04-05,2024-04-08,4,Vacation leave
NLI-006,1,2024-05-14,2024-05-19,6,Vacation leave
NLI-006,3,2024-06-22,2024-06-23,2,Care for dependent family member
NLI-007,1,2022-12-16,2022-12-17,2,Vacation leave
NLI-007,1,2022-04-15,2022-04-16,2,Vacation leave
NLI-007,1,2022-04-09,2022-04-10,2,Vacation leave
NLI-007,1,2022-05-21,2022-05-22,2,Vacation leave
NLI-007,3,2022-09-23,2022-09-29,7,Care for dependent family member
NL-054,1,2019-08-20,2019-08-24,5,Vacation leave
NL-054,1,2019-06-19,2019-06-22,4,Vacation leave
NL-054,1,2019-06-01,2019-06-06,6,Vacation leave
NL-054,1,2019-07-26,2019-07-29,4,Vacation leave
NL-054,1,2019-06-10,2019-06-13,4,Vacation leave
NL-054,2,2019-07-03,2019-07-14,12,Medical - Flu and rest
NL-055,1,2017-02-11,2017-02-14,4,Vacation leave
NL-055,1,2016-08-02,2016-08-04,3,Vacation leave
NL-055,1,2016-09-23,2016-09-24,2,Vacation leave
NL-055,1,2016-07-26,2016-07-28,3,Vacation leave
NL-055,1,2016-12-31,2017-01-04,5,Vacation leave
NL-056,1,2025-04-26,2025-04-30,5,Vacation leave
NL-056,1,2025-08-11,2025-08-13,3,Vacation leave
NL-056,1,2025-05-16,2025-05-18,3,Vacation leave
NL-056,1,2025-03-27,2025-04-01,6,Vacation leave
NL-056,1,2025-03-22,2025-03-23,2,Vacation leave
NL-056,2,2025-06-06,2025-06-17,12,Medical - Flu and rest
NL-057,1,2017-10-04,2017-10-08,5,Vacation leave
NL-057,1,2017-09-11,2017-09-16,6,Vacation leave
NL-057,1,2017-03-30,2017-04-02,4,Vacation leave
NL-057,1,2017-08-31,2017-09-04,5,Vacation leave
NLI-008,1,2024-01-22,2024-01-24,3,Vacation leave
NLI-008,1,2023-06-04,2023-06-07,4,Vacation leave
NLI-008,2,2023-12-01,2023-12-12,12,Medical - Flu and rest
NLI-009,1,2023-02-07,2023-02-12,6,Vacation leave
NLI-009,1,2023-03-09,2023-03-13,5,Vacation leave
NLI-009,1,2023-02-24,2023-02-25,2,Vacation leave
NLI-009,1,2023-04-23,2023-04-24,2,Vacation leave
NLI-009,1,2022-11-23,2022-11-26,4,Vacation leave
NLI-009,1,2023-03-19,2023-03-20,2,Vacation leave
NLI-009,5,2022-12-14,2022-12-14,1,Leave without pay
NL-058,1,2015-12-09,2015-12-10,2,Vacation leave
NL-058,1,2015-10-22,2015-10-23,2,Vacation leave
NL-058,2,2016-05-14,2016-05-25,12,Medical - Flu and rest
NL-059,1,2025-09-19,2025-09-20,2,Vacation leave
NL-059,1,2025-03-28,2025-03-30,3,Vacation leave
NL-059,1,2025-08-18,2025-08-22,5,Vacation leave
NL-060,1,2018-08-19,2018-08-22,4,Vacation leave
NL-060,1,2018-09-22,2018-09-23,2,Vacation leave
NL-060,1,2019-04-07,2019-04-09,3,Vacation leave
NL-060,1,2019-03-06,2019-03-08,3,Vacation leave
NL-060,1,2019-03-13,2019-03-18,6,Vacation leave
NL-060,1,2019-04-24,2019-04-25,2,Vacation leave
NL-060,2,2018-10-09,2018-10-20,12,Medical - Flu and rest
NL-061,1,2014-07-17,2014-07-19,3,Vacation leave
NL-061,1,2014-10-16,2014-10-18,3,Vacation leave
NL-061,1,2014-04-30,2014-05-05,6,Vacation leave
NL-061,3,2014-08-30,2014-09-04,6,Care for dependent family member
NL-061,5,2014-09-26,2014-09-26,1,Leave without pay
NL-062,1,2020-01-10,2020-01-15,6,Vacation leave
NL-062,1,2019-10-23,2019-10-24,2,Vacation leave
NL-062,1,2020-06-27,2020-07-01,5,Vacation leave
NL-062,1,2020-07-16,2020-07-20,5,Vacation leave
NL-062,1,2020-01-23,2020-01-28,6,Vacation leave
NL-062,1,2020-05-23,2020-05-24,2,Vacation leave
NL-062,2,2019-10-30,2019-11-10,12,Medical - Flu and rest
NL-062,3,2020-08-13,2020-08-16,4,Care for dependent family member
NL-063,1,2023-01-11,2023-01-12,2,Vacation leave
NL-063,1,2023-04-19,2023-04-23,5,Vacation leave
NL-063,1,2023-03-10,2023-03-15,6,Vacation leave
NL-063,1,2023-07-04,2023-07-09,6,Vacation leave
NL-063,2,2023-03-29,2023-04-09,12,Medical - Flu and rest
NL-063,5,2023-04-03,2023-04-03,1,Leave without pay
NL-064,1,2022-05-27,2022-05-31,5,Vacation leave
NL-064,1,2022-06-05,2022-06-08,4,Vacation leave
NL-064,1,2022-07-16,2022-07-21,6,Vacation leave
NL-064,1,2022-02-14,2022-02-16,3,Vacation leave
NL-064,1,2022-02-21,2022-02-24,4,Vacation leave
NL-064,4,2022-02-16,2022-02-20,5,Family bereavement
NL-065,1,2025-05-06,2025-05-08,3,Vacation leave
NL-065,1,2025-07-27,2025-07-31,5,Vacation leave
NL-065,1,2025-06-28,2025-07-03,6,Vacation leave
NL-065,1,2025-01-27,2025-02-01,6,Vacation leave
NL-065,1,2025-02-19,2025-02-20,2,Vacation leave
NL-065,1,2025-06-03,2025-06-08,6,Vacation leave
NL-066,1,2020-09-11,2020-09-12,2,Vacation leave
NL-066,1,2020-07-01,2020-07-05,5,Vacation leave
NL-066,1,2020-09-26,2020-09-28,3,Vacation leave
NL-066,2,2020-07-12,2020-07-23,12,Medical - Flu and rest
NL-066,3,2020-06-05,2020-06-07,3,Care for dependent family member
NL-067,1,2015-10-22,2015-10-23,2,Vacation leave
NL-067,1,2015-09-01,2015-09-05,5,Vacation leave
NL-067,1,2015-08-15,2015-08-19,5,Vacation leave
NL-067,1,2015-06-28,2015-06-29,2,Vacation leave
NL-068,1,2016-06-13,2016-06-16,4,Vacation leave
NL-068,1,2016-06-13,2016-06-17,5,Vacation leave
NL-068,1,2016-06-18,2016-06-22,5,Vacation leave
NL-068,1,2016-04-06,2016-04-11,6,Vacation leave
NL-068,2,2016-07-05,2016-07-16,12,Medical - Flu and rest
NL-069,1,2015-12-30,2016-01-04,6,Vacation leave
NL-069,1,2016-03-28,2016-03-31,4,Vacation leave
NL-069,1,2016-01-09,2016-01-10,2,Vacation leave
NL-069,1,2016-01-10,2016-01-13,4,Vacation leave
NL-069,2,2016-03-21,2016-04-01,12,Medical - Flu and rest
NLI-010,1,2019-09-01,2019-09-03,3,Vacation leave
NLI-010,1,2020-02-07,2020-02-11,5,Vacation leave
NLI-010,1,2019-10-10,2019-10-13,4,Vacation leave
NLI-010,1,2020-01-31,2020-02-01,2,Vacation leave
NLI-010,1,2019-11-05,2019-11-09,5,Vacation leave
NLI-010,1,2019-12-16,2019-12-17,2,Vacation leave
NLI-010,2,2019-10-18,2019-10-29,12,Medical - Flu and rest
NL-070,1,2018-12-01,2018-12-04,4,Vacation leave
NL-070,1,2018-10-23,2018-10-26,4,Vacation leave
NL-070,1,2019-03-06,2019-03-10,5,Vacation leave
NL-070,1,2019-03-21,2019-03-23,3,Vacation leave
NL-070,4,2019-01-05,2019-01-07,3,Family bereavement
NL-071,1,2023-09-16,2023-09-17,2,Vacation leave
NL-071,1,2023-10-22,2023-10-23,2,Vacation leave
NL-071,1,2023-12-06,2023-12-10,5,Vacation leave
NL-072,1,2023-07-19,2023-07-20,2,Vacation leave
NL-072,1,2023-03-20,2023-03-21,2,Vacation leave
NL-072,1,2023-02-05,2023-02-09,5,Vacation leave
NL-072,1,2023-05-03,2023-05-05,3,Vacation leave
NL-072,1,2023-02-09,2023-02-13,5,Vacation leave
NL-073,1,2020-12-10,2020-12-15,6,Vacation leave
NL-073,1,2020-06-19,2020-06-24,6,Vacation leave
NL-073,1,2020-06-01,2020-06-05,5,Vacation leave
NL-073,1,2020-09-12,2020-09-13,2,Vacation leave
NL-073,2,2020-07-16,2020-07-27,12,Medical - Flu and rest
NL-074,1,2017-10-22,2017-10-25,4,Vacation leave
NL-074,1,2017-11-13,2017-11-15,3,Vacation leave
NL-074,1,2017-07-23,2017-07-24,2,Vacation leave
NL-075,1,2017-08-15,2017-08-18,4,Vacation leave
NL-075,1,2017-08-16,2017-08-17,2,Vacation leave
NL-075,1,2018-02-07,2018-02-12,6,Vacation leave
NL-075,1,2017-08-27,2017-08-31,5,Vacation leave
NL-075,1,2018-01-16,2018-01-20,5,Vacation leave
NL-075,1,2018-01-15,2018-01-16,2,Vacation leave
NL-075,2,2017-11-23,2017-12-04,12,Medical - Flu and rest
NL-076,1,2024-10-14,2024-10-16,3,Vacation leave
NL-076,1,2024-10-20,2024-10-25,6,Vacation leave
NL-076,2,2024-10-20,2024-10-31,12,Medical - Flu and rest
NL-076,4,2024-08-08,2024-08-11,4,Family bereavement
NL-077,1,2024-07-15,2024-07-20,6,Vacation leave
NL-077,1,2024-04-20,2024-04-21,2,Vacation leave
NL-077,2,2024-04-22,2024-05-03,12,Medical - Flu and rest
NL-078,1,2018-08-14,2018-08-17,4,Vacation leave
NL-078,1,2018-07-24,2018-07-29,6,Vacation leave
NL-078,2,2018-06-12,2018-06-23,12,Medical - Flu and rest
NLI-011,1,2014-05-05,2014-05-10,6,Vacation leave
NLI-011,1,2014-10-13,2014-10-16,4,Vacation leave
NLI-011,1,2014-09-05,2014-09-08,4,Vacation leave
NLI-011,1,2014-06-21,2014-06-25,5,Vacation leave
NLI-011,1,2014-05-15,2014-05-19,5,Vacation leave
NLI-011,3,2014-05-28,2014-06-03,7,Care for dependent family member
NL-079,1,2015-04-21,2015-04-24,4,Vacation leave
NL-079,1,2014-10-07,2014-10-08,2,Vacation leave
NL-079,1,2014-10-22,2014-10-23,2,Vacation leave
NL-079,1,2014-12-31,2015-01-04,5,Vacation leave
NL-079,1,2014-12-31,2015-01-05,6,Vacation leave
NLI-012,1,2018-09-01,2018-09-06,6,Vacation leave
NLI-012,1,2018-10-17,2018-10-20,4,Vacation leave
NLI-012,1,2018-12-30,2019-01-04,6,Vacation leave
NLI-012,1,2018-10-23,2018-10-26,4,Vacation leave
NLI-012,1,2018-10-17,2018-10-18,2,Vacation leave
NL-080,1,2014-12-04,2014-12-05,2,Vacation leave
NL-080,1,2015-05-15,2015-05-19,5,Vacation leave
NL-080,1,2014-10-19,2014-10-21,3,Vacation leave
NL-080,1,2015-05-23,2015-05-28,6,Vacation leave
NL-080,1,2015-06-23,2015-06-26,4,Vacation leave
NL-080,2,2015-01-26,2015-02-06,12,Medical - Flu and rest
NL-080,3,2015-05-14,2015-05-16,3,Care for dependent family member
NL-081,1,2020-05-03,2020-05-07,5,Vacation leave
NL-081,1,2020-07-03,2020-07-06,4,Vacation leave
NL-081,1,2019-11-08,2019-11-11,4,Vacation leave
NL-082,1,2015-07-28,2015-08-01,5,Vacation leave
NL-082,1,2015-09-08,2015-09-10,3,Vacation leave
NL-082,1,2015-04-12,2015-04-16,5,Vacation leave
NL-082,1,2015-03-28,2015-03-31,4,Vacation leave
NL-082,1,2015-09-14,2015-09-18,5,Vacation leave
NL-083,1,2022-12-05,2022-12-06,2,Vacation leave
NL-083,1,2023-02-16,2023-02-21,6,Vacation leave
NL-083,1,2023-02-05,2023-02-08,4,Vacation leave
