project_id,project_name,tech_stack,employee_id,lead_id
20,Omega,Python,NL-122,NL-421
21,Velocity,Node.js,NL-263,NL-277
21,Velocity,Node.js,NL-346,NL-277
21,Velocity,Node.js,NL-077,NL-277
21,Velocity,Node.js,NL-178,NL-277
21,Velocity,Node.js,NL-260,NL-277
21,Velocity,Node.js,NL-237,NL-277
21,Velocity,Node.js,NLI-065,NL-277
21,Velocity,Node.js,NL-071,NL-277
21,Velocity,Node.js,NL-003,NL-277
21,Velocity,Node.js,NLI-020,NL-277
21,Velocity,Node.js,NL-082,NL-277
21,Velocity,Node.js,NL-068,NL-277
22,Spectra,React,NL-019,NL-392
22,Spectra,React,NL-236,NL-392
22,Spectra,React,NL-269,NL-392
22,Spectra,React,NLI-053,NL-392
22,Spectra,React,NL-244,NL-392
22,Spectra,React,NL-025,NL-392
22,Spectra,React,NL-265,NL-392
22,Spectra,React,NL-299,NL-392
22,Spectra,React,NL-181,NL-392
22,Spectra,React,NL-032,NL-392
23,Velocity,Data Engineering,NL-389,NL-100
23,Velocity,Data Engineering,NL-367,NL-100
23,Velocity,Data Engineering,NL-046,NL-100
23,Velocity,Data Engineering,NL-103,NL-100
23,Velocity,Data Engineering,NL-348,NL-100
23,Velocity,Data Engineering,NL-422,NL-100
23,Velocity,Data Engineering,NL-100,NL-100
23,Velocity,Data Engineering,NL-379,NL-100
23,Velocity,Data Engineering,NL-434,NL-100
23,Velocity,Data Engineering,NL-073,NL-100
24,Fusion,Data Engineering,NL-448,NL-171
24,Fusion,Data Engineering,NL-187,NL-171
24,Fusion,Data Engineering,NL-151,NL-171
24,Fusion,Data Engineering,NL-160,NL-171
24,Fusion,Data Engineering,NL-108,NL-171
24,Fusion,Data Engineering,NLI-031,NL-171
24,Fusion,Data Engineering,NL-138,NL-171
25,Nimbus,Python,NL-157,NL-134
25,Nimbus,Python,NL-160,NL-134
25,Nimbus,Python,NL-103,NL-134
25,Nimbus,Python,NL-195,NL-134
25,Nimbus,Python,NLI-063,NL-134
26,Horizon,DevOps,NL-352,NL-160
26,Horizon,DevOps,NL-315,NL-160
26,Horizon,DevOps,NL-146,NL-160
26,Horizon,DevOps,NL-185,NL-160
26,Horizon,DevOps,NL-329,NL-160
26,Horizon,DevOps,NL-257,NL-160
26,Horizon,DevOps,NL-089,NL-160
26,Horizon,DevOps,NLI-034,NL-160
26,Horizon,DevOps,NL-228,NL-160
27,Equinox,Python,NL-265,NL-095
27,Equinox,Python,NL-356,NL-095
27,Equinox,Python,NL-182,NL-095
27,Equinox,Python,NLI-039,NL-095
27,Equinox,Python,NLI-029,NL-095
27,Equinox,Python,NL-025,NL-095
27,Equinox,Python,NL-204,NL-095
28,Zenith,Java,NLI-060,NL-204
28,Zenith,Java,NL-426,NL-204
28,Zenith,Java,NL-200,NL-204
28,Zenith,Java,NL-226,NL-204
28,Zenith,Java,NL-225,NL-204
29,Nova,Data Engineering,NL-318,NL-299
29,Nova,Data Engineering,NL-276,NL-299
29,Nova,Data Engineering,NL-219,NL-299
29,Nova,Data Engineering,NL-068,NL-299
29,Nova,Data Engineering,NL-269,NL-299
29,Nova,Data Engineering,NL-074,NL-299
30,Apollo,Node.js,NL-289,NL-144
30,Apollo,Node.js,NL-081,NL-144
30,Apollo,Node.js,NLI-021,NL-144
30,Apollo,Node.js,NL-294,NL-144
30,Apollo,Node.js,NL-275,NL-144
30,Apollo,Node.js,NL-366,NL-144
30,Apollo,Node.js,NL-227,NL-144
30,Apollo,Node.js,NL-196,NL-144
30,Apollo,Node.js,NL-297,NL-144
